,title,rating,pick_or_not,byline,headline,pub_date,open_date
239,Mister Foe,R,0,A. O. SCOTT,"Stalking in Scotland, the Aerial Perspective",2008-09-04,
240,Everybody Wants to Be Italian,R,0,JEANNETTE CATSOULIS,A Fishmonger and a Veterinarian Walk Into a Relationship...,2008-09-04,
241,August Evening,PG-13,0,STEPHEN HOLDEN,"Immigrant Seeks Work, Gratitude and Future",2008-09-04,
242,The House of Adam,,0,JEANNETTE CATSOULIS,A Severed Affair,2008-09-04,
243,The Pool,Not Rated,1,STEPHEN HOLDEN,"Another World, Just Over the Hedge",2008-09-02,
244,Disaster Movie,PG-13,0,NATHAN LEE,Chipmunks With Rabies? That Is So L L Not Cool J,2008-08-29,2008-08-29
245,College,R,0,LAURA KERN,Student Weekend of Raunch and Geek Empowerment,2008-08-29,2008-08-29
246,Babylon A.D.,PG-13,0,A. O. SCOTT,Savior or Sinner? It Can Be Tough to Tell,2008-08-29,2008-08-29
247,Youssou N'Dour: Return To Goree,,1,JEANNETTE CATSOULIS,A Different Drum,2008-08-28,
248,I Served the King of England,R,1,STEPHEN HOLDEN,"Hot Dogs to Haute Cuisine, Then Back Down Again",2008-08-28,
249,My Mexican Shivah,,0,JEANNETTE CATSOULIS,Jewish Ritual and Mariachi Bands,2008-08-28,
250,Year of the Fish,,0,JEANNETTE CATSOULIS,A Chinatown Fairy Tale,2008-08-28,
251,Sukiyaki Western Django,R,0,A. O. SCOTT,Sergio Leone Meets Reservoir Dog in Japanese Pastiche,2008-08-28,
252,Another Gay Sequel: Gays Gone Wild!,Not Rated,0,NATHAN LEE,Gay Again,2008-08-28,
253,Traitor,PG-13,0,A. O. SCOTT,"In a World of Extremists, Shades of Gray Add Ambiguity",2008-08-26,2008-08-27
254,Hamlet 2,R,0,STEPHEN HOLDEN,"The Rest Was Silence, but Then Came the Sequel",2008-08-22,2008-08-27
255,Trouble the Water,Not Rated,1,MANOHLA DARGIS,Surviving Katrina With a Big Personality and a Video Camera,2008-08-21,
256,Death Race,R,1,NATHAN LEE,Heavy Automotive Metal in a Rusty Pileup Soufflé,2008-08-21,2008-08-22
257,Momma's Man,,1,MANOHLA DARGIS,"Back to the Womb to Discover Spirits of an Older, Nobler Age",2008-08-21,
258,I.O.U.S.A.,PG,1,JEANNETTE CATSOULIS,Tackling Our Unsexy National Debt,2008-08-21,
259,The Sensation of Sight,R,0,NATHAN LEE,"An Existential Mope, Hither and Thither He Goes",2008-08-21,
260,The Longshots,PG,0,NATHAN LEE,"Tossing Around an Old Pigskin With a Rocker, Turned Director",2008-08-21,2008-08-22
261,Dare Not Walk Alone,Not Rated,0,JEANNETTE CATSOULIS,A Muddled Walk Through a Segregationist History,2008-08-21,2008-08-22
262,The House Bunny,PG-13,0,NATHAN LEE,The Misadventures of an Ex-Centerfold,2008-08-21,2008-08-22
263,Richard Serra: Thinking On Your Feet,,0,JEANNETTE CATSOULIS,Watching as Richard Serra Thinks Big and Does Big,2008-08-19,2008-08-20
264,The Rocker,PG-13,0,STEPHEN HOLDEN,Middle-Aged Heavy Metal Drummer Meets Under-Age Band,2008-08-19,2008-08-20
265,Mirrors,R,0,By JEANETTE CATSOULIS,Evil Reflected,2008-08-16,2008-08-15
266,Bachna Ae Haseeno,,0,RACHEL SALTZ,Love in Transition,2008-08-16,
267,Vicky Cristina Barcelona,PG-13,1,MANOHLA DARGIS,The Portrait of Two Ladies,2008-08-15,2008-08-15
268,A Girl Cut in Two,Not Rated,1,MANOHLA DARGIS,Two Men Wage a War Only to Harm the Spoils,2008-08-14,
269,Anita O'Day: The Life of a Jazz Singer,,1,STEPHEN HOLDEN,Fraught Life of a Cast-Iron Songstress,2008-08-14,
270,Jack Brooks: Monster Slayer,R,1,JEANNETTE CATSOULIS,A Blue-Collar Adventurer,2008-08-14,
271,Never Apologize: A Personal Visit with Lindsay Anderson,,0,JEANNETTE CATSOULIS,An Actor’s Playful Tribute to a Dissident Director,2008-08-14,
272,Singh is Kinng,,0,RACHEL SALTZ,An Action Comedy With a Little Song and Dance,2008-08-14,2008-08-08
273,Henry Poole Is Here,PG,0,STEPHEN HOLDEN,"When You Plan to Die Alone, Prepare for Lots of Company",2008-08-14,2008-08-15
274,Fly Me to the Moon,G,0,NATHAN LEE,Space in 3-D,2008-08-14,2008-08-29
275,Star Wars: The Clone Wars,,0,NATHAN LEE,An Animated Force,2008-08-14,
276,One Bad Cat: The Reverend Albert Wagner Story,,0,NATHAN LEE,Painting His Fears,2008-08-14,2008-08-15
277,The Romance of Astrea and Celadon,,0,STEPHEN HOLDEN,"Shepherds, Nymphs, Despair and Love",2008-08-13,2008-08-15
278,Tropic Thunder,R,0,MANOHLA DARGIS,"War May Be Hell, but Hollywood Is Even Worse",2008-08-12,2008-08-13
279,Elegy,R,0,MANOHLA DARGIS,Extracurricular Lessons for Student and Teacher,2008-08-08,2008-08-29
280,Spirit of the Marathon,PG,0,By JEANNETTE CATSOULIS NATHAN LEE,On the Run,2008-08-07,2008-01-24
281,What We Do is Secret,R,0,JEANNETTE CATSOULIS,In Search of Posthumous Adulation,2008-08-07,2008-08-08
282,Passing Poston,,0,NATHAN LEE,Bearing Witness to a Historical Disgrace,2008-08-07,
283,Hell Ride,R,0,RACHEL SALTZ,It’s Not About the Bike? Try Telling These Lifers,2008-08-07,
284,Red,R,0,STEPHEN HOLDEN,A Simple Country Soul Pushed Past His Limits,2008-08-07,
285,Last Stop for Paul,PG-13,0,NATHAN LEE,An Arrival for the Dearly Departed,2008-08-07,2008-03-01
286,Beautiful Losers,,0,NATHAN LEE,"Keeping It Real, Totally, Y’Know, Back in the Day",2008-08-07,
287,The Forgotten Woman,,0,NATHAN LEE,Stigmatized by Society,2008-08-07,
288,Patti Smith: Dream of Life,Not Rated,1,MANOHLA DARGIS,"Godmother of Punk, Celebrator of Life",2008-08-05,2008-08-06
289,Pineapple Express,R,0,MANOHLA DARGIS,Stoners Who Put the Bud in Buddies,2008-08-05,2008-08-06
290,The Sisterhood of the Traveling Pants 2,PG-13,0,STEPHEN HOLDEN,"Four Jills in Jeans (One Pair) Go to College, Find Romance (or Not), Stay Connected",2008-08-05,2008-08-06
291,Bottle Shock,PG-13,0,A. O. SCOTT,"Plaid Suits, Prize Grapes and the Rise of Napa",2008-08-05,2008-09-05
292,Frozen River,R,1,STEPHEN HOLDEN,Only a Few More Smuggling Days Left Before Christmas? It’s Not a Wonderful Life,2008-08-01,2008-09-05
293,Sixty Six,PG-13,0,JEANNETTE CATSOULIS,A Struggle Toward Manhood,2008-08-01,
294,In Search of a Midnight Kiss,,0,MANOHLA DARGIS,Hopeful Misanthrope Seeks Same,2008-08-01,2008-08-01
295,America the Beautiful,R,0,JEANNETTE CATSOULIS,What You See,2008-08-01,
296,Swing Vote,PG-13,0,MANOHLA DARGIS,"Hey, America, This Guy’s for You",2008-08-01,2008-08-01
297,Stealing America: Vote by Vote,,0,NATHAN LEE,A Glitch in the System,2008-08-01,
298,The Mummy: Tomb of the Dragon Emperor,PG-13,0,STEPHEN HOLDEN,Curses,2008-08-01,2008-08-01
299,Profit Motive and the Whispering Wind,,0,A. O. SCOTT,Holding an All Saints’ Day of American Radicals,2008-08-01,2008-08-01
300,The Order of Myths,Not Rated,1,MANOHLA DARGIS,A Mardi Gras Story in Black and White,2008-07-25,
301,Man on Wire,PG-13,1,A. O. SCOTT,Walking on Air Between the Towers,2008-07-25,2008-08-29
302,Back to Normandy,,1,JEANNETTE CATSOULIS,Returning to the Scene of a Crime Movie,2008-07-25,2008-07-25
303,No Regret,R,0,NATHAN LEE,Sexual Identity Collides With Economic Need,2008-07-25,
304,The X-Files: I Want to Believe,PG-13,0,MANOHLA DARGIS,Who’s Afraid of the Darkly Paranormal?,2008-07-25,2008-07-25
305,American Teen,PG-13,0,A. O. SCOTT,"Lives of Real Adolescents, in Very Deep Close-Up",2008-07-25,2008-08-15
306,CSNY: Deja Vu,R,0,NEIL GENZLINGER,The Politics of Song,2008-07-25,
307,Canary,,0,JEANNETTE CATSOULIS,A Child’s Odyssey,2008-07-25,
308,Bustin' Down the Door,,0,NATHAN LEE,Making a Splash,2008-07-25,
309,Step Brothers,R,0,MANOHLA DARGIS,Once More to the Well of Goofball Comedy,2008-07-25,2008-07-25
310,Brideshead Revisited,PG-13,0,A. O. SCOTT,Bright Young Things in Love and Pain,2008-07-25,2008-08-15
311,Baghead,R,0,STEPHEN HOLDEN,"Gabbing, Flirting, Drinking, Missing",2008-07-25,
312,The Animation Show 4,Not Rated,0,NATHAN LEE,Life in Motion,2008-07-25,
313,Boy A,R,1,STEPHEN HOLDEN,Trying to Pay the Interest on His Debt to Society,2008-07-23,
314,The Human Condition,Not Rated,1,A. O. SCOTT,Cry the High-Minded Hero in Brutal Japanese-Occupied Manchuria,2008-07-18,1959-12-14
315,Before I Forget,Not Rated,1,STEPHEN HOLDEN,Paris Hustler Past His Prime Takes Stock,2008-07-18,
316,Mad Detective,,1,MANOHLA DARGIS,A Madman Is Loose (and He’s the Good Guy),2008-07-18,
317,Lou Reed's Berlin,PG-13,1,STEPHEN HOLDEN,"Tales From Divided Berlin, Where Angst Ate the Soul",2008-07-18,
318,Wonderful Town,,1,NATHAN LEE,"In Thailand, Two Lovers Among a Tsunami’s Ruins",2008-07-18,2008-07-18
319,Transsiberian,R,1,STEPHEN HOLDEN,"Intrigue on an Ill-Fated Train, Moscow-Bound",2008-07-18,2008-09-05
320,The Dark Knight,PG-13,1,MANOHLA DARGIS,Showdown in Gotham Town,2008-07-18,2008-07-18
321,Disfigured,,1,JEANNETTE CATSOULIS,The Pain Beneath the Pounds,2008-07-18,2008-07-11
322,Space Chimps,G,1,NEIL GENZLINGER,Plucky Apes Help to Save the Planet of the Humans,2008-07-18,2008-07-18
323,Take,R,0,NATHAN LEE,Life Penalties,2008-07-18,2008-07-18
324,A Man Named Pearl,G,0,JEANNETTE CATSOULIS,Firmly Planted,2008-07-18,
325,A Very British Gangster,,0,JEANNETTE CATSOULIS,Crime and Journalism,2008-07-18,
326,The Doorman,,0,NATHAN LEE,Opportunity Knocks,2008-07-18,
327,Mamma Mia!,PG-13,0,A. O. SCOTT,Does Your Mother Know You Sing Abba Tunes?,2008-07-18,2008-07-18
328,Felon,R,0,STEPHEN HOLDEN,The Nightmare Disbelief of a Prisoner Under Siege,2008-07-18,
329,Days and Clouds,Not Rated,1,STEPHEN HOLDEN,Hard Look at Tough Times for an Italian Marriage,2008-07-11,2008-07-11
330,The Stone Angel,R,0,STEPHEN HOLDEN,A Tenacious Matriarch Who Won’t Go Quietly,2008-07-11,2008-07-11
331,Garden Party,Not Rated,0,STEPHEN HOLDEN,"Lost, Lonely Souls Adrift, Randomly Crossing Paths",2008-07-11,
332,La France,Not Rated,0,MANOHLA DARGIS,"World War I on Their Minds, ’60s Pop in Their Hearts",2008-07-11,2008-07-11
333,The Exiles,,0,MANOHLA DARGIS,Despair and Poetry at Margins of Society,2008-07-11,1961-07-13
334,Eight Miles High,Not Rated,0,NATHAN LEE,The Life of a World-Class Sex Kitten,2008-07-11,
335,Death Defying Acts,PG,0,NEIL GENZLINGER,Magic Love,2008-07-11,
336,Journey to the Center of the Earth,PG,0,A. O. SCOTT,"Six Flags Subterranean Style, or Something Like It",2008-07-11,2008-07-11
337,Hellboy II: The Golden Army,PG-13,0,A. O. SCOTT,"Like Bogey, but With a Really Big Fist",2008-07-11,2008-07-11
338,Harold,PG-13,0,NATHAN LEE,Old Boy,2008-07-11,
339,Meet Dave,PG,0,MANOHLA DARGIS,An Itty-Bitty Brother From Another Planet,2008-07-11,2008-07-11
340,August,R,0,JEANNETTE CATSOULIS,A Web of Cynicism,2008-07-11,
341,La Riviere Gentille,,0,NATHAN LEE,Feeding a Creative Headwater,2008-07-09,
342,Full Battle Rattle,,0,A. O. SCOTT,"Soldiers on the Ground in California, Facing All the Conflicts of Iraqi Towns",2008-07-09,
343,Kabluey,PG-13,1,STEPHEN HOLDEN,"Land of the Meek, and Home of the Deeply Blue",2008-07-04,
344,Gonzo: The Life and Work of Dr. Hunter S. Thompson,R,1,A. O. SCOTT,Beyond Fear and Loathing,2008-07-04,2008-07-18
345,Very Young Girls,,1,JEANNETTE CATSOULIS,Children Without Childhoods,2008-07-04,2008-07-04
346,Holding Trevor,R,0,STEPHEN HOLDEN,"Desperately Seeking Sex and Identity, With Snark",2008-07-04,
347,We Are Together: The Children of Agape Choir,PG,0,NATHAN LEE,The Gifts That Song Can Bring,2008-07-04,
348,Diminished Capacity,Not Rated,0,MANOHLA DARGIS,"A Tale of Two Minds, Spinning Out of Control",2008-07-04,2008-07-04
349,The Wackness,R,0,A. O. SCOTT,"Summer of ’94, With Boy, Girl, Love and Dope Sales",2008-07-03,2008-08-01
350,Tell No One,Not Rated,1,STEPHEN HOLDEN,Snared in a Dark Labyrinth When His Wife Disappears,2008-07-02,2008-08-08
351,Hancock,PG-13,0,MANOHLA DARGIS,"Able to Leap Tall Buildings, Even if Hung Over",2008-07-02,2008-07-02
352,Thoda Pyaar Thoda Magic,,0,RACHEL SALTZ,An Angel Rides in to Preserve a Family (and India),2008-06-28,2008-06-28
353,Trumbo,PG-13,1,STEPHEN HOLDEN,When an Eloquent Voice Was Stilled in Hollywood,2008-06-27,2008-06-27
354,Razzle Dazzle: The Lost World,,1,NATHAN LEE,"A Whirling, Digitized Ride on a Small Celluloid Raft",2008-06-27,
355,The Last Mistress,Not Rated,1,MANOHLA DARGIS,"The Sex and the Fury, French Aristocracy Style",2008-06-27,2008-07-18
356,WALL-E,G,1,A. O. SCOTT,"In a World Left Silent, One Heart Beeps",2008-06-27,2008-06-27
357,All in This Tea,,0,NATHAN LEE,Dipping Into Many Modes,2008-06-27,2008-06-27
358,Red Roses and Petrol,R,0,JEANNETTE CATSOULIS,One Gloomy Family,2008-06-27,
359,Elsa and Fred,PG,0,JEANNETTE CATSOULIS,Marching Noisily Toward Late Middle Age,2008-06-27,
360,Wicked Lake,R,0,LAURA KERN,Cannibal Witches on the Prowl,2008-06-27,
361,Wanted,R,0,MANOHLA DARGIS,"You Talkin’ to Me, Boys? (Bang-Bang, My Pretties)",2008-06-27,2008-06-27
362,Gunnin' for That #1 Spot,PG-13,0,JEANNETTE CATSOULIS,For Love of the Game,2008-06-27,
363,Finding Amanda,R,0,STEPHEN HOLDEN,A Gambler Goes to Sin City in Search of Atonement,2008-06-27,
364,Full Grown Men,,0,STEPHEN HOLDEN,He’ll Hold His Breath Until You Call Him a Man,2008-06-25,
365,"Louise Bourgeois: The Spider, the Mistress and the Tangerine",Not Rated,0,NATHAN LEE,Portrait of a Haunted Artist Who Befriended Giant Spiders,2008-06-25,2008-06-25
366,Expired,R,0,MANOHLA DARGIS,Trying to Find True Love Before the Meter Runs Out,2008-06-20,
367,Brick Lane,PG-13,0,A. O. SCOTT,A Prisoner of Normalcy Finds Ways to Escape,2008-06-20,2008-07-11
368,Get Smart,PG-13,0,MANOHLA DARGIS,More Deadpan but Still a Bumbler,2008-06-20,2008-06-20
369,Kit Kittredge: An American Girl,G,0,JEANNETTE CATSOULIS,Wholesome Life Lessons for Budding Reporter,2008-06-20,2008-07-02
370,The Love Guru,PG-13,0,A. O. SCOTT,Just Say ‘Mariska Hargitay’ and Snicker,2008-06-20,2008-06-20
371,Chris & Don: A Love Story,Not Rated,1,STEPHEN HOLDEN,A May-December Love for All Seasons,2008-06-13,2008-06-13
372,Beauty in Trouble,,1,JEANNETTE CATSOULIS,Depending on the Kindness of Strangers,2008-06-13,2008-06-13
373,My Winnipeg,Not Rated,0,A. O. SCOTT,Permafrost Makes the Heart Grow Stranger in a Haunted Snow Globe,2008-06-13,
374,Warsaw Bridge,,0,A. O. SCOTT,World-Weary Fantasy,2008-06-13,
375,The Blue Planet,,0,NATHAN LEE,The Cycle of Seasons Illuminated,2008-06-13,1984-10-05
376,Love Comes Lately,,0,NATHAN LEE,The Mingling of Dreams and Life,2008-06-13,2008-06-13
377,Kicking It,,0,NATHAN LEE,Homeless but Hopeful,2008-06-13,2008-06-13
378,Quid Pro Quo,R,0,STEPHEN HOLDEN,A Femme Fatale Who Finds Mystery and Eroticism in a Wheelchair,2008-06-13,
379,To the Limit,,0,JEANNETTE CATSOULIS,Mighty Climbers,2008-06-13,
380,The Incredible Hulk,PG-13,0,A. O. SCOTT,Caution: Contents Turn Angry When Shaken,2008-06-13,2008-06-13
381,The Happening,R,0,MANOHLA DARGIS,Something Lethal Lurks in the Rustling Trees,2008-06-13,2008-06-13
382,Encounters at the End of the World,G,1,MANOHLA DARGIS,How Many Goodly Creatures Are There on Mr. Herzog’s Planet,2008-06-11,2008-07-18
383,Derek,,0,STEPHEN HOLDEN,"Clips From an Artistic Life, Provocative and Cinematic",2008-06-09,
384,The Grocer's Son,,1,STEPHEN HOLDEN,"Fresh Produce for Ratatouille, Please, but No Attitude",2008-06-06,2008-06-06
385,Mother of Tears,R,1,NATHAN LEE,"Supernatural Stew, Served With Camp",2008-06-06,
386,Kung Fu Panda,PG,1,MANOHLA DARGIS,"Fuzzy Outsider, Kicking His Way Toward His Dream",2008-06-06,2008-06-06
387,Take Out,,0,NATHAN LEE,A Tall Order,2008-06-06,
388,On the Rumba River,,0,JEANNETTE CATSOULIS,Songs of Africa,2008-06-06,0000-00-00
389,RFK Must Die: The Assassination Of Bobby Kennedy,,0,JEANNETTE CATSOULIS,The Clues and Conspiracies of an Assassination,2008-06-06,
390,Mongol,R,0,A. O. SCOTT,"Forge a Unity of Purpose, Then Conquer the World",2008-06-06,2008-07-04
391,The Go-Getter,R,0,STEPHEN HOLDEN,"Lessons of the Road, With Phone",2008-06-06,
392,When Did You Last See Your Father?,PG-13,0,MANOHLA DARGIS,"As a Father Nears Death, a Son Grows No Closer",2008-06-06,2008-07-04
393,You Don't Mess With the Zohan,PG-13,0,A. O. SCOTT,"Watch Out, He’s Packing a Blow-Dryer",2008-06-06,2008-06-06
394,The Promotion,R,0,STEPHEN HOLDEN,Scratching and Clawing Their Way to the Middle,2008-06-06,2008-06-13
395,The Wedding Director,,0,A. O. SCOTT,"Sex, Cinema, Marriage and Other Dangerous Activities",2008-06-04,2008-06-04
396,Operation Filmmaker,,0,MANOHLA DARGIS,"Good Deed, Unscripted Consequences",2008-06-04,
397,Dreams With Sharp Teeth,,0,NATHAN LEE,Impish Writer on the Edge of Tomorrow,2008-06-04,2008-06-04
398,Wonders Are Many: The Making of Doctor Atomic,,1,STEPHEN HOLDEN,Mixing Art and Science to Get Doomsday,2008-05-30,2008-12-16
399,The Foot Fist Way,R,1,NATHAN LEE,Tales of a Goofball Guru,2008-05-30,
400,The Strangers,R,1,JEANNETTE CATSOULIS,A Slow Crescendo of Intimidation,2008-05-30,2008-05-30
401,"Bigger, Stronger, Faster*",PG-13,1,STEPHEN HOLDEN,"Steroid Myth, Scandals and Dreams",2008-05-30,2008-01-19
402,The Unknown Woman,R,0,STEPHEN HOLDEN,Through a Peephole: Woman on a Quest,2008-05-30,
403,Stuck,R,0,STEPHEN HOLDEN,"Sorry, Your Body’s in My Windshield",2008-05-30,
404,Savage Grace,Not Rated,0,A. O. SCOTT,"Lustrous, Glittering, Monied Dysfunction",2008-05-30,
405,Sex and the City,R,0,MANOHLA DARGIS,The Girls Are Back in Town,2008-05-30,2008-05-30
406,Mukhsin,,1,JEANNETTE CATSOULIS,A Tomboy in Malaysia Is Introduced to Hormones,2008-05-28,
407,Postal,R,0,NATHAN LEE,Anarchy With a Short Attention Span,2008-05-23,
408,Heavy Metal in Baghdad,R,0,NATHAN LEE,How to Rock in Iraq,2008-05-23,2008-05-23
409,The Machine Girl,Not Rated,0,JEANNETTE CATSOULIS,Retrofitted for Revenge,2008-05-23,2008-05-23
410,"War, Inc.",R,0,STEPHEN HOLDEN,A Hit Man in a War Zone That Could Easily Be Iraq,2008-05-23,2008-06-13
411,The Children of Huang Shi,R,0,JEANNETTE CATSOULIS,Invasion of the Heart,2008-05-23,2008-06-13
412,Indiana Jones and the Kingdom of the Crystal Skull,PG-13,0,MANOHLA DARGIS,The Further Adventures of the Fedora and Whip,2008-05-22,2008-05-22
413,The Edge of Heaven,Not Rated,1,A. O. SCOTT,Tying Knots That Bind Lives Despite the Divisions of Generation and Nationality,2008-05-21,
414,Bolivia: Making Waves,Not Rated,0,NATHAN LEE,Torn by the Contradictions of Being Gay and Muslim,2008-05-21,
415,Reprise,R,1,MANOHLA DARGIS,"Two Friends, Two Novels, One Mailbox: Lives at the Speed of Ambition",2008-05-16,
416,My Father My Lord,,1,STEPHEN HOLDEN,"Another Abraham’s Story, With a Different Ending",2008-05-16,2008-05-16
417,Yella,,0,STEPHEN HOLDEN,"When Selling a Soul, Consider the Price",2008-05-16,2008-05-16
418,Sangre de mi sangre,,0,STEPHEN HOLDEN,A Teenager’s Betrayal in Brooklyn,2008-05-16,
419,Quantum Hoops,Not Rated,0,NATHAN LEE,"This Is Basketball, Boys; It’s Not Rocket Science",2008-05-16,2007-11-02
420,The Chronicles of Narnia: Prince Caspian,PG,0,A. O. SCOTT,"Out of the Wardrobe, Into a War Zone",2008-05-16,2008-05-16
421,Paraguayan Hammock,,1,NATHAN LEE,"In Paraguay, Time Melts in the Torpid Air",2008-05-14,2008-05-14
422,Surfwise,R,1,MANOHLA DARGIS,A Family That Surfs to a Beat: Its Own,2008-05-09,2008-05-09
423,Turn the River,R,1,STEPHEN HOLDEN,"When Life Gives Lemons, Pick Up a Pool Stick",2008-05-09,
424,Before the Rains,PG-13,1,STEPHEN HOLDEN,After Them the Monsoon: Two Worlds Collide in India,2008-05-09,2008-05-23
425,Unsettled,,0,JEANNETTE CATSOULIS,Youthful Energy and Religious Pain,2008-05-09,
426,The Tracey Fragments,R,0,A. O. SCOTT,"Average Teenage Girl, Assembling a Life Without a Set of Instructions",2008-05-09,
427,Poultrygeist: Night of the Chicken Dead,Not Rated,0,NATHAN LEE,Going for the Finger-Licking Gusto,2008-05-09,
428,"OSS 117: Cairo, Nest of Spies",,0,A. O. SCOTT,A Dashing Agent in Egypt,2008-05-09,2008-05-09
429,Noise,,0,STEPHEN HOLDEN,Aural Examination,2008-05-09,
430,Frontier(s),NC-17,0,MANOHLA DARGIS,"After Making It Out of Paris, Finding There’s No Escape",2008-05-09,
431,The Fall,R,0,NATHAN LEE,Broken Spirits on the Mend,2008-05-09,2008-05-30
432,Bloodline,,0,LAURA KERN,A Mystery With No Resolution,2008-05-09,
433,Meet Bill,R,0,JEANNETTE CATSOULIS,Finding Your Bliss? Losing Your Mind,2008-05-09,
434,The Babysitters,R,0,STEPHEN HOLDEN,From High School Student to Ruthless Madam,2008-05-09,
435,Vice,R,0,ANDY WEBSTER,A Cop in a Tailspin,2008-05-09,
436,What Happens in Vegas,PG-13,0,MANOHLA DARGIS,"Morning Hangover, Spouse and Jackpot",2008-05-09,2008-05-09
437,Speed Racer,PG,0,A. O. SCOTT,"Gentlemen, Start Your Hot-Hued Engines",2008-05-09,2008-05-09
438,Refusenik,,0,LAURA KERN,A Portrait of Perseverance,2008-05-09,
439,The Memory Thief,Not Rated,0,JEANNETTE CATSOULIS,The Filling of an Empty Soul,2008-05-09,
440,A Previous Engagement,,0,JEANNETTE CATSOULIS,Caught Between Her Passion and Her Pension,2008-05-09,
441,Dilemma,,0,NATHAN LEE,The Sights and Sounds of Oppression,2008-05-09,
442,Battle for Haditha,R,0,MANOHLA DARGIS,The Killing of Innocents Faces a Dry-Eyed Dissection,2008-05-07,2008-05-07
443,As Tears Go By,,1,NATHAN LEE,Struck by Love in a Moody Underworld,2008-05-02,2008-05-02
444,Fugitive Pieces,R,1,JEANNETTE CATSOULIS,Dark Memories Abound,2008-05-02,2008-05-09
445,XXY,Not Rated,0,STEPHEN HOLDEN,Confronting the Perils of Puberty Squared,2008-05-02,2008-05-02
446,Son of Rambow,PG-13,0,MANOHLA DARGIS,Lonely Boy’s ‘First Blood’ and First Pal,2008-05-02,2008-05-23
447,Mister Lonely,Not Rated,0,A. O. SCOTT,"Marilyn Monroe Returns Home to Her Husband, Charlie Chaplin",2008-05-02,
448,The Favor,,0,JEANNETTE CATSOULIS,A Photographer of Pets and Perps,2008-05-02,
449,Hollywood Chinese: The Chinese in American Film,,0,NATHAN LEE,Diversity of Talent and Spirit,2008-05-02,2008-05-02
