,title,rating,pick_or_not,byline,headline,pub_date,open_date
769,Borg vs McEnroe,R,0,A.O. SCOTT,Review: ‘Borg vs. McEnroe’ Revisits an Epic Court Battle,2018-04-11,2018-04-13
770,Rampage,PG-13,0,GLENN KENNY,"Review: ‘Rampage’ Turns to Rubble, Even Before the Mutant Animals Show Up",2018-04-11,2018-04-13
771,Hitler's Hollywood,,0,BEN KENIGSBERG,Review: ‘Hitler’s Hollywood’ Unearths the Cinema of the Third Reich,2018-04-10,2018-04-11
772,Beirut,R,0,MANOHLA DARGIS,"Review: In ‘Beirut,’ a War-Torn Backdrop for American Spy Games",2018-04-10,2018-04-11
773,Lean on Pete,R,1,MANOHLA DARGIS,"Review: In ‘Lean on Pete,’ a Boy’s Survival in the Other America",2018-04-05,2018-04-06
774,Good Luck,,1,BEN KENIGSBERG,"Review: In ‘Good Luck,’ Miners in Serbia and Suriname Share a Cinematic Link",2018-04-05,2018-04-06
775,The Endless,,1,GLENN KENNY,"Review: In ‘The Endless,’ a U.F.O. Cult Is More Than It Seems",2018-04-05,2018-04-06
776,Sweet Country,R,1,JEANNETTE CATSOULIS,Review: 1920s Australia Is No ‘Sweet Country’ for Aboriginal Australians,2018-04-05,2018-04-06
777,Blockers,R,0,MANOHLA DARGIS,Review: The Kids Are All Right in ‘Blockers.’ The Parents Are Dopes.,2018-04-05,2018-04-06
778,The Miracle Season,PG,0,BEN KENIGSBERG,"Review: In ‘The Miracle Season,’ Moviemakers Spike a Real-Life Volleyball Story",2018-04-05,2018-04-06
779,The Heart of Nuba,,0,GLENN KENNY,Review: A Surgeon Performs Miracles in Sudan in ‘The Heart of Nuba’,2018-04-05,2018-04-06
780,Spinning Man,R,0,JENNIFER SZALAI,Review: ‘Spinning Man’ Is Full of Skeptics. Follow Their Lead.,2018-04-05,2018-04-06
781,ACORN and the Firestorm,,0,BEN KENIGSBERG,Review: ‘Acorn and the Firestorm’ Strives to Revive the Community Organizing Group’s Reputation,2018-04-05,2018-04-06
782,Where Is Kyra?,,0,GLENN KENNY,Review: ‘Where Is Kyra?’ Portrays a Descent Into Poverty,2018-04-05,2018-04-06
783,Big Fish & Begonia,PG-13,0,TEO BUGBEE,Review: ‘Big Fish & Begonia’ Animates the Drama of Mortality,2018-04-05,
784,A Quiet Place,PG-13,1,JEANNETTE CATSOULIS,"Review: In John Krasinski’s ‘A Quiet Place,’ Silence Means Survival",2018-04-04,2018-04-06
785,Chappaquiddick,PG-13,0,A.O. SCOTT,Review: ‘Chappaquiddick’ Revisits a Grim ’60s Kennedy Scandal,2018-04-04,2018-04-06
786,You Were Never Really Here,R,0,A.O. SCOTT,Review: Joaquin Phoenix Is a Melancholy Avenger in ‘You Were Never Really Here’,2018-04-04,2018-04-06
787,All the Cities of the North,,0,BEN KENIGSBERG,Review: ‘All the Cities of the North’ Explores Architecture and Men,2018-04-03,
788,Tyler Perry's Acrimony,R,0,BEN KENIGSBERG,"Review: In ‘Acrimony,’ Taraji P. Henson Endures Marriage and Script Woes",2018-03-30,2018-03-30
789,Wilde Salomé,R,1,GLENN KENNY,Review: Al Pacino’s Journey With Wilde’s ‘Salomé’,2018-03-29,2017-04-01
790,Salomé,R,1,GLENN KENNY,Review: Al Pacino’s Journey With Wilde’s ‘Salomé’,2018-03-29,
791,Personal Problems,,1,GLENN KENNY,"Review: ‘Personal Problems,’ a Look at African-American Life in 1980 New York",2018-03-29,
792,Love After Love,,1,JEANNETTE CATSOULIS,"Review: In ‘Love After Love,’ an Unflinching Look at Extended Grief",2018-03-29,2018-03-30
793,Outside In,,1,JEANNETTE CATSOULIS,Review: On Parole and in Love in ‘Outside In’,2018-03-29,2018-04-03
794,Gemini,R,0,MANOHLA DARGIS,Review: ‘Gemini’ Finds Murder in a Movie-Soaked Los Angeles,2018-03-29,2018-03-30
795,The Gardener,,0,HELEN T. VERONGOS,Review: ‘The Gardener’ Cultivates the Wealth of Nature,2018-03-29,2018-03-30
796,After Louie,,0,KEN JAWOROWSKI,Review: ‘After Louie’ Looks at an Activist Once the Fighting Ends,2018-03-29,2018-03-30
797,All I Wish,,0,TEO BUGBEE,"Review: Sharon Stone Stars in ‘All I Wish,’ a Lukewarm Romantic Comedy",2018-03-29,2018-03-30
798,The Last Movie Star,R,0,BEN KENIGSBERG,Review: Burt Reynolds Confronts His Past in ‘The Last Movie Star’,2018-03-29,2018-03-30
799,The China Hustle,R,0,BEN KENIGSBERG,Review: ‘The China Hustle’ Warns of Dicey Investments,2018-03-29,2018-03-23
800,Finding Your Feet,PG-13,0,JEANNETTE CATSOULIS,Review: Two-Stepping to Happiness in ‘Finding Your Feet’,2018-03-29,
801,Ready Player One,PG-13,0,A.O. SCOTT,Review: Spielberg’s ‘Ready Player One’ Plays the Nostalgia Game,2018-03-28,2018-03-29
802,The Great Silence,Not Rated,0,A.O. SCOTT,"Review: ‘The Great Silence,’ a 1968 Spaghetti Western Unchained",2018-03-28,1969-00-00
803,Midnight Sun,PG-13,0,TEO BUGBEE,"Review: In ‘Midnight Sun,’ the Dawn of Romance Can Be Fatal",2018-03-23,2018-03-23
804,Ismael's Ghosts,R,1,GLENN KENNY,Review: Wife Returns in ‘Ismael’s Ghosts.’ Confusion Ensues.,2018-03-22,2018-03-23
805,Beauty and the Dogs,,1,JEANNETTE CATSOULIS,Review: Seeking Justice After a Rape in ‘Beauty and the Dogs’,2018-03-22,
806,The Workshop,,1,JENNIFER SZALAI,Review: ‘The Workshop’ Plunges Into a Class Divided,2018-03-22,
807,I Kill Giants,Not Rated,1,JEANNETTE CATSOULIS,Review: Slaying Monsters (and Avoiding Grief) in ‘I Kill Giants’,2018-03-22,2018-03-23
808,Isle of Dogs,PG-13,1,MANOHLA DARGIS,Review: Wes Anderson’s Bleakly Beautiful ‘Isle of Dogs’,2018-03-22,2018-03-23
809,Sherlock Gnomes,PG,0,BEN KENIGSBERG,Review: ‘Sherlock Gnomes’ and the Search for Better Wordplay,2018-03-22,2018-03-23
810,Unsane,R,0,MANOHLA DARGIS,"Review: In ‘Unsane,’ It’s Not Paranoia if Someone’s After You",2018-03-22,2018-03-23
811,Back to Burgundy,,0,BEN KENIGSBERG,"Review: ‘Back to Burgundy,’ a Lightheaded Ode to Winemaking",2018-03-22,
812,What We Started,,0,BEN KENIGSBERG,"Review: In ‘What We Started,’ the Back Story Behind the Backbeat",2018-03-22,2018-03-01
813,Final Portrait,R,0,JEANNETTE CATSOULIS,Review: ‘Final Portrait’ Watches Giacometti’s Paint Dry,2018-03-22,2018-03-23
814,Summer in the Forest,,0,KEN JAWOROWSKI,Review: ‘Summer in the Forest’ Captivates With Questions of Humanity,2018-03-22,2018-03-23
815,A Bag of Marbles,,0,GLENN KENNY,"Review: ‘A Bag of Marbles,’ a Tale of Brothers Fleeing From Nazis",2018-03-22,2018-03-23
816,Roxanne Roxanne,,0,JASON ZINOMAN,Review: ‘Roxanne Roxanne’ Is a Slice of Old-School Hip-Hop Life,2018-03-22,2018-03-23
817,Pacific Rim Uprising,PG-13,1,GLENN KENNY,"Review: In ‘Pacific Rim Uprising,’ Scary Monsters and Super Robots",2018-03-21,2018-03-23
818,Mountain,,0,BEN KENIGSBERG,Review: A Man Confronts a Mountain in ‘Monte’,2018-03-20,
819,Keep the Change,,1,GLENN KENNY,"Review: In ‘Keep the Change,’ Two People With Autism Find Love",2018-03-15,2018-03-16
820,Us and Them,,1,JEANNETTE CATSOULIS,Review: Haves and Have-Nots Collide in ‘Us and Them’,2018-03-15,2018-03-16
821,Flower,R,1,JEANNETTE CATSOULIS,Review: Teenage Kicks Go Too Far in ‘Flower’,2018-03-15,2018-03-16
822,"Love, Simon",PG-13,0,GLENN KENNY,"Review: In ‘Love, Simon,’ a Glossy Teen Romance, the Hero Has a Secret",2018-03-15,2018-03-16
823,Tomb Raider,PG-13,0,MANOHLA DARGIS,Review: ‘Tomb Raider’ and the Perils of Blockbustering,2018-03-15,2018-03-16
824,Dear Dictator,Not Rated,0,JEANNETTE CATSOULIS,"Review: In ‘Dear Dictator,’ a Despot Does Housework",2018-03-15,2018-03-16
825,12 Days,,0,MANOHLA DARGIS,Review: ‘12 Days’ and the Rights of the Mentally Ill,2018-03-15,2018-03-16
826,Our Blood Is Wine,Not Rated,0,JEANNETTE CATSOULIS,"Review: In ‘Our Blood Is Wine,’ Raising Glasses to Tradition in an Ex-Soviet State",2018-03-15,
827,Allure,,0,GLENN KENNY,"Review: In ‘Allure,’ Evan Rachel Wood Is a Friend With a Sinister Side",2018-03-15,
828,No Light and No Land Anywhere,,0,TEO BUGBEE,Review: Los Angeles Through a Stranger’s Eyes in ‘No Light and No Land Anywhere’,2018-03-15,2018-03-16
829,Journey's End,R,0,BEN KENIGSBERG,Review: ‘Journey’s End’ Returns a Play About World War I to the Screen,2018-03-15,
830,Ramen Heads,,0,KEN JAWOROWSKI,"Review: In ‘Ramen Heads,’ a Noodle Chef Gets Tangled Up in His Job",2018-03-15,2018-03-16
831,Maineland,,1,A.O. SCOTT,Review: ‘Maineland’ Considers America With Help From Chinese Students,2018-03-14,2018-03-16
832,7 Days in Entebbe,PG-13,0,A.O. SCOTT,Review: ‘7 Days in Entebbe’ Revisits a Notorious Hijacking,2018-03-14,2018-03-16
833,Eight Hours are Not a Day,,1,BEN KENIGSBERG,"Review: ‘Eight Hours Don’t Make a Day,’ Another Fassbinder Masterpiece",2018-03-13,
834,The Death of Stalin,R,1,MANOHLA DARGIS,Review: The Slapstick Horror of ‘The Death of Stalin’,2018-03-08,2018-03-09
835,Hannah,,1,JEANNETTE CATSOULIS,Review: ‘Hannah’ Presents a Woman Undone,2018-03-08,2018-03-09
836,Claire's Camera,,1,GLENN KENNY,"Review: In ‘Claire’s Camera,’ Isabelle Huppert Plays a Cannes Newbie",2018-03-08,2018-03-09
837,Leaning Into the Wind: Andy Goldsworthy,PG,1,BEN KENIGSBERG,"Review: In ‘Leaning Into the Wind — Andy Goldsworthy,’ an Artist Grapples (Again) With Time",2018-03-08,2018-03-09
838,The Strangers: Prey at Night,R,0,GLENN KENNY,Review: ‘The Strangers: Prey at Night’ Delivers on Its Title,2018-03-08,2018-03-09
839,Thoroughbreds,R,0,MANOHLA DARGIS,Review: Meet the Peewee Nihilists of ‘Thoroughbreds’,2018-03-08,2018-03-09
840,Gringo,R,0,A.O. SCOTT,Review: The Caper-Comedy ‘Gringo’ Is Staler Than Yesterday’s Tortillas,2018-03-08,2018-03-09
841,The Leisure Seeker,R,0,BEN KENIGSBERG,Review: On the Road for a Last Taste of Freedom in ‘The Leisure Seeker’,2018-03-08,2018-03-09
842,The Forgiven,R,0,GLENN KENNY,"Review: In ‘The Forgiven,’ Forest Whitaker as Archbishop Desmond Tutu",2018-03-08,2018-03-09
843,El Destello de la Luna,,0,JEANNETTE CATSOULIS,"Review: In ‘Shining Moon,’ Two Gay Chilean Actors Confront the Past",2018-03-08,2018-03-09
844,Itzhak,,0,HELEN T. VERONGOS,"Review: ‘Itzhak,’ the Man and the Musician",2018-03-08,2018-03-09
845,A Wrinkle in Time,PG,0,A.O. SCOTT,Review: ‘A Wrinkle in Time’ Gives a Child of the Universe Powerful Friends,2018-03-07,2018-03-09
846,Red Sparrow,R,1,MANOHLA DARGIS,"Review: ‘Red Sparrow’ Has Spies, Lies and Dirty Dancing",2018-03-01,2018-03-02
847,Death Wish,R,0,JEANNETTE CATSOULIS,Review: Cleaning Up Chicago in ‘Death Wish’,2018-03-01,2018-03-02
848,Souvenir,,0,GLENN KENNY,"In ‘Souvenir,’ a Pâté Factory Worker Finds a Champagne Life",2018-03-01,
849,They Remain,,0,BEN KENIGSBERG,"Review: In ‘They Remain,’ Scientists Investigate the Site of a Cult Massacre",2018-03-01,
850,Chasing Great,,0,BEN KENIGSBERG,"Review: In ‘Chasing Great,’ the Softer Side of Rugby",2018-03-01,
851,Breaking Point: The War for Democracy in Ukraine,,0,KEN JAWOROWSKI,Review: ‘Breaking Point’ Finds Fake News and Real Violence in Ukraine,2018-03-01,2017-02-14
852,The Vanishing of Sidney Hall,R,0,JEANNETTE CATSOULIS,Review: A Young Writer Implodes in ‘The Vanishing of Sidney Hall’,2018-03-01,2018-03-02
853,Hondros,,0,GLENN KENNY,"Review: In ‘Hondros,’ a Tribute to a Bold and Compassionate War Photographer",2018-03-01,
854,Midnighters,,0,JEANNETTE CATSOULIS,Review: A Cover-Up Turns Terrifying in ‘Midnighters’,2018-03-01,
855,Goldstone,R,0,JEANNETTE CATSOULIS,"Review: In ‘Goldstone,’ an Aboriginal Detective Digs Up Corruption",2018-03-01,
856,Oh Lucy!,,1,MANOHLA DARGIS,Review: A Tragic Wig and the Search for Happiness in ‘Oh Lucy!’,2018-02-28,2018-03-02
857,Submission,,0,A.O. SCOTT,Review: ‘Submission’ Plunges Into a Campus Sex Scandal,2018-02-28,
858,Werewolf,,0,GLENN KENNY,"Review: In ‘Werewolf,’ a Drug-Addicted Couple Struggle to Stay Clean",2018-02-28,2018-03-01
859,Did You Wonder Who Fired the Gun?,,1,A.O. SCOTT,Review: ‘Did You Wonder Who Fired the Gun?’ Reckons With White Supremacy,2018-02-27,2018-02-28
860,El mar la mar,,1,BEN KENIGSBERG,"Review: ‘El Mar La Mar,’ an Abstract Look at Desert Border Crossings",2018-02-22,2018-02-23
861,The Young Karl Marx,,1,A.O. SCOTT,"Review: In ‘The Young Karl Marx,’ a Scruffy Specter Haunts Europe",2018-02-22,
862,The Lodgers,R,0,MANOHLA DARGIS,"Review: In ‘The Lodgers,’ Something Wicked This Way Trundles",2018-02-22,2018-02-23
863,Annihilation,R,0,MANOHLA DARGIS,"Review: In ‘Annihilation,’ a Heroic Journey into the Alien Shimmer",2018-02-22,2018-02-23
864,Every Day,PG-13,0,GLENN KENNY,"Review: In ‘Every Day,’ Each 24 Hours Brings Another Boyfriend",2018-02-22,2018-02-23
865,Are We Not Cats,,0,GLENN KENNY,Review: ‘Are We Not Cats’ Offers Hair Balls of a Different Order,2018-02-22,2018-02-23
866,The Cured,R,0,BEN KENIGSBERG,"Review: ‘The Cured,’ in Which Former Zombies Turn to New Terrorism",2018-02-22,2018-02-23
867,November,,0,JEANNETTE CATSOULIS,Review: An Estonian Folk Tale Unfolds in ‘November’,2018-02-22,2018-02-23
868,Game Night,R,0,GLENN KENNY,Review: ‘Game Night’ Has a Winning Rachel McAdams and Charades With a Twist,2018-02-21,2018-02-23
869,George,,0,BEN KENIGSBERG,"Review: ‘George,’ Like Its Fluxus Subject, Is Playful and Prankish",2018-02-19,
870,Western,,1,A.O. SCOTT,"Review: In ‘Western,’ German Workers Fan Tensions in a Bulgarian Town",2018-02-15,
871,Early Man,PG,1,A.O. SCOTT,Review: ‘Early Man’ Is a Very Funny Trip to the Past,2018-02-15,2018-02-16
872,Nostalgia,R,0,JEANNETTE CATSOULIS,Review: ‘Nostalgia’ Asks Why We Keep Things,2018-02-15,2018-02-16
873,The Boy Downstairs,PG-13,0,BEN KENIGSBERG,Review: ‘The Boy Downstairs’ Provides a Twist of Fate for Zosia Mamet,2018-02-15,2018-02-16
874,Honor Up,R,0,GLENN KENNY,Review: ‘Honor Up’ Offers a Raw View of Gangster Life,2018-02-15,0000-00-00
875,The Party,R,0,MANOHLA DARGIS,Review: A London Night Goes Wrong in ‘The Party’,2018-02-15,2018-02-16
876,The Housemaid,,0,JEANNETTE CATSOULIS,"Review: In ‘The Housemaid,’ Twisted Love and Angry Ghosts in Vietnam",2018-02-15,
877,Double Lover,,1,GLENN KENNY,Review: ‘Double Lover’ Is a Knotty Delight of a Thriller,2018-02-13,
878,Tehran Taboo,,0,BEN KENIGSBERG,Review: ‘Tehran Taboo’ Exposes Double Standards About Sex in Iran,2018-02-13,2018-02-14
879,Golden Exits,R,1,MANOHLA DARGIS,"Review: In ‘Golden Exits,’ Ties That Bind (and Cut Too)",2018-02-08,2018-02-09
880,The Peacemaker,,1,GLENN KENNY,"Review: In ‘The Peacemaker,’ a Negotiator Who Is No Idealist",2018-02-08,2018-02-09
881,Fifty Shades Freed,R,0,JEANNETTE CATSOULIS,"Review: Finally, the Audience Is ‘Fifty Shades Freed’",2018-02-08,2018-02-09
882,Seeing Allred,,0,KEN JAWOROWSKI,Review: ‘Seeing Allred’ Watches a Pit-Bull Lawyer at Work,2018-02-08,2018-02-09
883,Permission,,0,BEN KENIGSBERG,Review: ‘Permission’ Puts Dan Stevens and Rebecca Hall on the Market,2018-02-08,2018-02-09
884,Peter Rabbit,PG,0,GLENN KENNY,"Review: This ‘Peter Rabbit’ Is No Beatrix Potter, but It’s Not All Bad",2018-02-08,2018-02-09
885,Becks,,0,BEN KENIGSBERG,"Review: In ‘Becks,’ a Guitarist With the Blues Returns Home",2018-02-08,2018-02-09
886,Entanglement,,0,JEANNETTE CATSOULIS,Review: Suicidal Man Seeks Mystery Woman for ‘Entanglement’,2018-02-08,
887,The Female Brain,,0,TEO BUGBEE,Review: ‘The Female Brain’ Flattens the Female Experience,2018-02-08,2018-02-09
888,The Oscar Nominated Short Films 2018: Documentary,,0,BEN KENIGSBERG,"Review: In the Oscar-Nominated Documentary Shorts, Moving Portraits and Visceral Stories",2018-02-07,2018-02-09
889,The Oscar Nominated Short Films 2018: Animation,,0,GLENN KENNY,"Review: In These Oscar-Nominated Animated Shorts, Riveting Fairy Tales and Kitchen Rot",2018-02-07,2018-02-09
890,The Oscar Nominated Short Films 2018: Live Action,,0,JEANNETTE CATSOULIS,"Review: In the Oscar-Nominated Live Action Shorts, Four Dramas and a Comedy",2018-02-07,2018-02-09
891,The 15:17 to Paris,PG-13,0,A.O. SCOTT,"Review: In ‘The 15:17 to Paris,’ Real Heroes Portray Their Heroism",2018-02-07,2018-02-09
892,Black Panther,PG-13,1,MANOHLA DARGIS,Review: ‘Black Panther’ Shakes Up the Marvel Universe,2018-02-06,2018-02-16
893,Winchester,PG-13,0,JEANNETTE CATSOULIS,Review: ‘Winchester’ Has a Grim Helen Mirren. And a Silly Script.,2018-02-02,2018-02-02
894,24 Frames,,0,MANOHLA DARGIS,Review: The Persistence of Abbas Kiarostami’s Vision in ‘24 Frames’,2018-02-01,
895,Above & Beyond: Giving Up the Day Job,,0,GLENN KENNY,Review: A Break from Electronic in ‘Above & Beyond Acoustic: Giving Up the Day Job’,2018-02-01,
896,Before We Vanish,,0,A.O. SCOTT,"Review: In ‘Before We Vanish,’ the Aliens Have a Lot of Questions",2018-02-01,
897,Legend of the Mountain,,0,MANOHLA DARGIS,"Review: ‘Legend of the Mountain,’ a Magical Mystery Marathon in Ancient China",2018-02-01,
898,The Cage Fighter,,0,BEN KENIGSBERG,Review: The Ring Is a Cage in Every Sense in ‘The Cage Fighter’,2018-02-01,
899,The Music of Silence,,0,JEANNETTE CATSOULIS,"Review: Andrea Bocelli, From Cradle to Stage in ‘The Music of Silence’",2018-02-01,2018-02-02
900,No Intenso Agora,,0,A.O. SCOTT,Review: ‘In the Intense Now’ Revisits the Drama of 1968 in France and Beyond,2018-01-30,2018-01-31
901,Padmaavat,,0,RACHEL SALTZ,Review: ‘Padmaavat’ and All That Useless Beauty,2018-01-26,
902,Have a Nice Day,,1,JEANNETTE CATSOULIS,"Review: In ‘Have a Nice Day,’ a Follow-the-Money Tale in China",2018-01-25,
903,The Last Family,,1,GLENN KENNY,"Review: In ‘The Last Family,’ a Polish Artist’s Tragic Home Life",2018-01-25,2017-01-26
904,Shot in the Dark,,1,KEN JAWOROWSKI,"Review: In ‘Shot in the Dark,’ Two Things Are Unforgiving: Life and Basketball",2018-01-25,
905,West of the Jordan River,,0,BEN KENIGSBERG,Review: ‘West of the Jordan River’ Examines the Mideast Peace Process,2018-01-25,2018-01-26
906,The Clapper,R,0,JEANNETTE CATSOULIS,Review: Finding Unwanted Fame in ‘The Clapper’,2018-01-25,2018-01-26
907,Please Stand By,PG-13,0,JEANNETTE CATSOULIS,Review: Boldly Going Toward Independence in ‘Please Stand By’,2018-01-25,2018-01-26
908,Maze Runner: The Death Cure,PG-13,0,BEN KENIGSBERG,"Review: ‘Maze Runner: The Death Cure,’ an Enjoyably Overstuffed Sequel",2018-01-24,2018-01-26
909,Forever My Girl,PG,0,GLENN KENNY,"Review: In ‘Forever My Girl,’ a Romance Resumes After a Long Break",2018-01-19,2018-01-19
910,Den of Thieves,R,0,BEN KENIGSBERG,"Review: In ‘Den of Thieves,’ Gerard Butler Trails a Former Marine",2018-01-18,2018-01-19
911,12 Strong,R,0,MANOHLA DARGIS,Review: ‘12 Strong’ Believes in the Brotherhood of Battle,2018-01-18,2018-01-19
912,A Ciambra,,0,A.O. SCOTT,"Review: In ‘A Ciambra,’ a Young Roma Boy Comes of Age",2018-01-18,2018-01-26
913,The Banishment,,0,BEN KENIGSBERG,"Review: ‘The Banishment,’ a Sophomore Feature Resurrected",2018-01-18,2018-01-18
914,Mary and the Witch's Flower,PG,0,A.O. SCOTT,Review: ‘Mary and the Witch’s Flower’ Chases a Girl and Her Broomstick,2018-01-18,2018-01-19
915,Kangaroo,,0,KEN JAWOROWSKI,Review: ‘Kangaroo: A Love-Hate Story’ Exposes a Wildlife Massacre,2018-01-18,2018-01-19
916,The Final Year,,0,GLENN KENNY,"Review: ‘The Final Year,’ a Countdown for Obama-Era Diplomacy",2018-01-18,2018-01-19
917,Mama Africa,,0,BEN KENIGSBERG,Review: ‘Mama Africa’ Remembers the Life of Miriam Makeba,2018-01-18,
918,Mom and Dad,R,0,GLENN KENNY,Review: Nicolas Cage Goes Homicidally Nuts in ‘Mom and Dad’,2018-01-18,2018-01-19
919,The Road Movie,,0,TEO BUGBEE,"Review: In ‘The Road Movie,’ Russian Highways Are the Final Frontier",2018-01-18,2018-01-19
920,Tall: The American Skyscraper and Louis Sullivan,Not Rated,1,A.O. SCOTT,Review: ‘Tall’ Is a Little Movie About How Buildings Got So Big,2018-01-17,
921,Small Town Crime,R,0,MANOHLA DARGIS,"Review: In ‘Small Town Crime,’ Trouble Is His Business (Natch)",2018-01-17,
922,Beuys,,0,GLENN KENNY,"Review: In ‘Beuys,’ a Portrait of the Artist as a Socially Conscious Provocateur",2018-01-16,2018-01-17
923,Proud Mary,R,0,GLENN KENNY,"Review: In ‘Proud Mary,’ Taraji P. Henson Is a Hit Woman With a Soft Spot",2018-01-12,2018-01-12
924,Saturday Church,,1,GLENN KENNY,"Review: In ‘Saturday Church,’ Coming of Age, and Coming Out",2018-01-11,2018-01-12
925,Humor Me,,0,JASON ZINOMAN,"Review: In ‘Humor Me,’ a Dose of Borscht Belt for a Midlife Crisis",2018-01-11,2018-01-12
926,Lover for a Day,,0,MANOHLA DARGIS,Review: A Man and a Woman (and Another Woman) in ‘Lover for a Day’,2018-01-11,2018-01-12
927,Acts of Violence,R,0,GLENN KENNY,Review: ‘Acts of Violence’ Delivers What Its Title Promises,2018-01-11,2018-01-12
928,What Lies Upstream,,0,BEN KENIGSBERG,"Review: ‘What Lies Upstream,’ a Broad View of a Chemical Spill",2018-01-11,
929,Freak Show,,0,GLENN KENNY,"Review: In ‘Freak Show,’ the Boy Who Would be Homecoming Queen",2018-01-11,2018-01-12
930,Bitter Money,,0,BEN KENIGSBERG,"Review: In ‘Bitter Money,’ Documenting China’s Textile Boom",2018-01-11,2018-01-12
931,Abe & Phil's Last Poker Game,R,0,BEN KENIGSBERG,Review: Martin Landau and Paul Sorvino in ‘Abe and Phil’s Last Poker Game’,2018-01-11,
932,Dim the Fluorescents,,0,MONICA CASTILLO,Review: ‘Dim the Fluorescents’ Unites Two Roommates in Art and Commerce,2018-01-11,2018-01-12
933,My Art,,0,BEN KENIGSBERG,"Review: In ‘My Art,’ the Artist Laurie Simmons Plays an Artist",2018-01-11,
934,The Commuter,PG-13,0,A.O. SCOTT,"Review: ‘The Commuter’ Has Panic, Paranoia and Punches. Liam Neeson Too.",2018-01-11,2018-01-12
935,Paddington 2,PG,1,TEO BUGBEE,Review: Excellence Pursued in ‘Paddington 2’,2018-01-10,2018-01-12
936,Vazante,,0,MANOHLA DARGIS,Review: ‘Vazante’ Revisits Brazil’s History in Black and White,2018-01-10,2018-01-12
937,The Insult,R,0,A.O. SCOTT,"Review: In ‘The Insult,’ the Dispute Is Personal. And Political.",2018-01-10,
938,In Between,,0,A.O. SCOTT,Review: ‘In Between’ Tells of Three Women Fighting Patriarchy in Tel Aviv,2018-01-04,
939,The Green Fog,,0,BEN KENIGSBERG,"Review: ‘The Green Fog,’ a Salute to Hitchcock’s San Francisco",2018-01-04,
940,Django,,0,BEN KENIGSBERG,Review: ‘Django’ Distills a Perilous Musical Moment,2018-01-04,
941,Blame,,0,GLENN KENNY,"Review: ‘Blame’ Conjures ‘Carrie,’ but Without Telekinesis",2018-01-04,2018-01-05
942,In The Land of Pomegrantes,,0,KEN JAWOROWSKI,Review: ‘In the Land of Pomegranates’ Asks if Mideast Peace Is Possible,2018-01-04,
943,Devil's Gate,,0,GLENN KENNY,"Review: In ‘Devil’s Gate,’ Satanic Shenanigans",2018-01-04,2018-01-05
944,Dark Meridian,,0,BEN KENIGSBERG,Review: ‘Dark Meridian’ Is a Crime Thriller Starring New Orleans,2018-01-04,2018-01-05
945,Anatomy of a Male Ballet Dancer,,0,MANOHLA DARGIS,Review: The Incomplete Vision of ‘Anatomy of a Male Ballet Dancer’,2018-01-02,2018-01-03
946,The 19th Annual Animation Show of Shows,,0,BEN KENIGSBERG,"Review: Roulette, a Hangman and Singing Fish, in an Animation Fest",2017-12-28,
947,Film Stars Don't Die in Liverpool,R,1,JEANNETTE CATSOULIS,Review: ‘Film Stars Don’t Die in Liverpool’ Shares a Last-Gasp Romance,2017-12-27,
948,In the Fade,R,0,A.O. SCOTT,Review: ‘In the Fade’ Is a Tale of Grief and Violence in Modern Germany,2017-12-26,2017-12-27
949,All the Money in the World,R,1,MANOHLA DARGIS,Review: Christopher Plummer Dominates ‘All the Money in the World’,2017-12-24,2017-12-25
950,Phantom Thread,R,1,A.O. SCOTT,Review: Daniel Day-Lewis Sews Up Another Great Performance in ‘Phantom Thread’,2017-12-24,2017-12-25
951,Molly's Game,R,0,MANOHLA DARGIS,Review: The Big and Minor Stakes of ‘Molly’s Game’,2017-12-24,2018-01-05
952,The Post,PG-13,1,MANOHLA DARGIS,"Review: In ‘The Post,’ Democracy Survives the Darkness",2017-12-21,2018-01-12
953,Happy End,R,1,GLENN KENNY,"Review: In ‘Happy End,’ Another Unhappy Family From Michael Haneke",2017-12-21,2017-12-22
954,Father Figures,R,0,BEN KENIGSBERG,"Review: In ‘Father Figures,’ Ed Helms and Owen Wilson on a Hunt for Dad",2017-12-21,2017-12-22
955,Bright,,0,ANDY WEBSTER,"Review: ‘Bright’ Has Fairies, Orcs, Elves and L.A. Cops, but Little Magic",2017-12-21,2017-12-22
956,Downsizing,R,0,A.O. SCOTT,"Review: In ‘Downsizing,’ Matt Damon Sweats the Small Stuff",2017-12-21,2017-12-22
957,Hostiles,R,0,A.O. SCOTT,Review: ‘Hostiles’ Grapples With the Contradictions of the Western,2017-12-21,2018-01-19
958,A German Life,,0,BEN KENIGSBERG,"Review: In ‘A German Life,’ Goebbels’s Secretary Explains Her Actions",2017-12-21,2017-12-22
959,Crooked House,PG-13,0,GLENN KENNY,Review: A ‘Crooked House’ of Murder and Resentment,2017-12-21,2017-11-21
960,Drawing Home,,0,HELEN T. VERONGOS,Review: ‘Drawing Home’ Sketches the Life of an Artist Couple,2017-12-21,
961,Along With the Gods: The Two Worlds,,0,ANDY WEBSTER,Review: ‘Along With the Gods’ Is a Fantasy Journey With C.G.I. at Every Turn,2017-12-21,2017-12-22
962,Hangman,R,0,BEN KENIGSBERG,"Review: In ‘Hangman,’ Al Pacino Trails a Killer With a Unique Vocabulary",2017-12-21,2017-11-24
