,byline,headline,open_date,pick_or_not,pub_date,rating,title
194,BILGE EBIRI,"‘The 2019 Oscar Nominated Short Films’ Review: Heartbreak, Abbreviated",2019-02-08,0,2019-02-06,,The Oscar Nominated Short Films 2019: Live Action
195,MANOHLA DARGIS,‘The Lego Movie 2: The Second Part’ Review: Everything Is Not Awesome. Everything Is an Ad.,2019-02-08,0,2019-02-06,PG,The Lego Movie 2: The Second Part
196,MANOHLA DARGIS,‘Lords of Chaos’ Review: Where Anomie and Speed Metal Meet Doom,,0,2019-02-06,R,Lords of Chaos
197,A.O. SCOTT,‘Everybody Knows’ Review: Penélope Cruz’s Homecoming Turns Frantic,2019-02-08,0,2019-02-06,R,Everybody Knows
198,KAREN HAN,‘Dear Ex’ Review: Heartbreaking and Heartwarming Family Dysfunction,,0,2019-02-06,,Dear Ex
199,GLENN KENNY,‘Angela’s Diaries’ Review: A Tender Journey Through Memory,,0,2019-02-06,,I diari di Angela - Noi due cineasti
200,A.O. SCOTT,‘Cold Pursuit’ Review: Liam Neeson Is a Killer Snowplow Driver,2019-02-08,0,2019-02-05,R,Cold Pursuit
201,RACHEL SALTZ,"Review: A Lesbian Romantic Comedy, Sort of, by Way of Bollywood",2019-02-01,0,2019-02-01,,Ek Ladki Ko Dekha Toh Aisa Laga
202,JEANNETTE CATSOULIS,‘Daughter of Mine’ Review: Lessons in Imperfect Parenting,2019-02-01,1,2019-01-31,,Daughter of Mine
203,CHRIS VOGNAR,"‘Polar’ Review: A Hit Man’s Redemption Gets Mired in Toxic, Wintry Sludge",2019-01-25,0,2019-01-31,,Polar
204,A.O. SCOTT,‘Miss Bala’ Review: Gina Rodriguez Finds the Wrong Place at the Wrong Time,2019-02-01,0,2019-01-31,PG-13,Miss Bala
205,GLENN KENNY,‘Piercing’ Review: A Killer Romance,2019-02-01,0,2019-01-31,R,Piercing
206,GLENN KENNY,‘Braid’ Review: Childhood Friends Play a Dangerous Game in This Jumpy Thriller,,0,2019-01-31,R,Braid
207,BEN KENIGSBERG,‘Arctic’ Review: Madness in a Frozen Wasteland,2019-02-01,0,2019-01-31,PG-13,Arctic
208,JEANNETTE CATSOULIS,"‘The Unicorn’ Review: Two’s Company, Three’s a Comedy",2019-02-01,0,2019-01-31,,The Unicorn
209,BEN KENIGSBERG,"‘They Shall Not Grow Old’ Review: World War I, in Living Color",2019-02-01,0,2019-01-31,R,They Shall Not Grow Old
210,JEANNETTE CATSOULIS,‘Outlaws’ Review: Uneasy Riders.,,0,2019-01-31,R,Outlaws
211,GLENN KENNY,‘Velvet Buzzsaw’ Review: Art Snobs Get a Gory Comeuppance,2019-02-01,1,2019-01-30,R,Velvet Buzzsaw
212,A.O. SCOTT,‘The Wild Pear Tree’ Review: A Gambler and a Writer at Odds,2019-01-30,0,2019-01-29,,The Wild Pear Tree
213,BEN KENIGSBERG,‘The Gandhi Murder’ Review: A Muddled Conspiracy Thriller,2018-06-28,0,2019-01-29,Not Rated,The Gandhi Murder
214,ELISABETH VINCENTELLI,‘Soni’ Review: Two Delhi Policewomen Struggle Against Misogyny,2019-01-18,0,2019-01-25,,Soni
215,MANOHLA DARGIS,"Review: Revisiting a Film from Ida Lupino, Hollywood Star Turned Director",1950-01-01,1,2019-01-24,,Never Fear
216,A.O. SCOTT,"‘Never Look Away’ Review: A Lush Adventure in Sex, Politics and Painting",,0,2019-01-24,R,Never Look Away
217,WESLEY MORRIS,"‘Serenity’ Review: Matthew McConaughey, Anne Hathaway and One Very Bad Mess",2019-01-25,0,2019-01-24,R,Serenity
218,BILGE EBIRI,‘The Kid Who Would Be King’ Review: Cult Director Waxes Arthurian,2019-01-25,0,2019-01-24,PG,The Kid Who Would Be King
219,JEANNETTE CATSOULIS,‘The Invisibles’ Review: On the Run and in Plain Sight in World War II,,0,2019-01-24,,The Invisibles
220,GLENN KENNY,‘Heartlock’ Review: A Prison Kingpin Steals the Show in This Hackneyed Drama,2019-01-23,0,2019-01-24,,Heartlock
221,BEN KENIGSBERG,‘Tito and the Birds’ Review: Pigeons Carrying a Message,,0,2019-01-24,,Tito and the Birds
222,BEN KENIGSBERG,"‘Jihadists’ Review: Interviewing, but Not Challenging, Islamic Extremists",2019-01-25,0,2019-01-24,,Jihadists
223,A.O. SCOTT,"‘The Image Book’ Review: Godard Looks at Violence, and Movies",2019-01-25,1,2019-01-23,,The Image Book
224,SCOTT TOBIAS,‘IO’ Review: It’s Eve or Oblivion for the Last Woman on Earth,2019-01-18,0,2019-01-23,,IO
225,JEANNETTE CATSOULIS,‘King of Thieves’ Review: Michael Caine Leads a Crew of Artful Codgers,2019-01-25,0,2019-01-23,R,King of Thieves
226,GLENN KENNY,‘The 5 Browns’ Review: United by Music and Scarred by Sexual Abuse,2019-01-23,1,2019-01-22,,The 5 Browns
227,KEN JAWOROWSKI,‘Who Will Write Our History’ Review: A Vital Holocaust Documentary,2018-07-21,1,2019-01-17,,Who Will Write Our History
228,JEANNETTE CATSOULIS,"‘Don’t Come Back From the Moon’ Review: When Men Leave, Children Grow Up.",2019-01-18,1,2019-01-17,,Don't Come Back from the Moon
229,SEAN T. COLLINS,"‘Solo’ Review: Alone, Like All the Others",,0,2019-01-17,,Solo
230,MANOHLA DARGIS,‘Glass’ Movie Review: A Nutty Ride With M. Night Shyamalan,2019-01-18,0,2019-01-17,PG-13,Glass
231,BEN KENIGSBERG,‘The Standoff at Sparrow Creek’ Review: Finding the Killer in a Warehouse Full of Guns,2019-01-18,0,2019-01-17,Not Rated,The Standoff at Sparrow Creek
232,TEO BUGBEE,‘An Acceptable Loss’ Review: Conspiracy Drives a Nuclear Attack in a Rote Thriller,2019-01-18,0,2019-01-17,R,An Acceptable Loss
233,GLENN KENNY,‘I Hate Kids’ Review: A Father-Son Comedy With Few Charms,2019-01-18,0,2019-01-17,PG-13,I Hate Kids
234,JEANNETTE CATSOULIS,"‘Adult Life Skills’ Review: In a Shed, and Out of Time",2019-01-18,0,2019-01-17,,Adult Life Skills
235,WESLEY MORRIS,‘Fyre’ and ‘Fyre Fraud’ Reviews: Behind the Scenes of a Music Festival Fiasco,2019-01-18,0,2019-01-16,,Fyre
236,A.O. SCOTT,‘The Heiresses’ Review: A Surprising Drama of Status and Sexuality,,1,2019-01-15,,The Heiresses
237,JASON BAILEY,‘The Last Laugh’ Review: A Mawkish Attempt at an Old Kind of Schtick,2019-01-11,0,2019-01-15,,The Last Laugh
238,BEN KENIGSBERG,"‘What Is Democracy?’ Review: Going Back to Greece, Documentary Asks Who Rules",2019-01-16,0,2019-01-15,,What Is Democracy?
239,CANDICE FREDERICK,‘And Breathe Normally’ Review: A Drama That Humanizes the Border,2019-01-04,0,2019-01-10,,And Breathe Normally
240,GLENN KENNY,‘A Dog’s Way Home’ Review: A Trek to Pull the Heartstrings,2019-01-11,0,2019-01-10,PG,A Dog's Way Home
241,GLENN KENNY,‘Perfect Strangers’ Review: A Dare Makes an Intimate Party Too Intimate,,0,2019-01-10,,Perfect Strangers
242,BEN KENIGSBERG,‘Ashes in the Snow’ Review: A Labor in Siberia,2019-01-11,0,2019-01-10,,Ashes in the Snow
243,JEANNETTE CATSOULIS,‘Pledge’ Review: Don’t Haze Me Because I’m Different,2019-01-11,0,2019-01-10,Not Rated,Pledge
244,JEANNETTE CATSOULIS,‘The Upside’ Review: A Billionaire and His Buddy Find Reasons to Be Cheerful,2019-01-11,0,2019-01-09,PG-13,The Upside
245,A.O. SCOTT,‘Touch Me Not’ Review: Our Bodies Examined,2019-01-11,0,2019-01-09,,Touch Me Not
246,MANOHLA DARGIS,"‘The Aspern Papers’ Review: A Dead Poet’s Society, Once Removed",2019-01-11,0,2019-01-09,R,The Aspern Papers
247,BEN KENIGSBERG,‘Lionheart’ Review: Netflix Goes to Nollywood,,0,2019-01-08,,Lionheart
248,MARTIN TSAI,‘Newly Single’ Review: A Breakup Leaves a Director Directionless,2018-12-07,0,2019-01-04,,Newly Single
249,GLENN KENNY,‘Grave of the Fireflies’ Review: A Pioneering Animated Classic,1989-07-26,1,2019-01-03,Not Rated,Grave of the Fireflies
250,GLENN KENNY,‘The Venerable W.’ Review: A Buddhist Monk Preaches Hate,2019-01-04,1,2019-01-03,,The Venerable W.
251,GLENN KENNY,"‘Escape Room’ Review: Puzzle Your Way Out, or You’re Dead",2019-01-04,0,2019-01-03,PG-13,Escape Room
252,TEO BUGBEE,‘State Like Sleep’ Review: A Suspicious Suicide Drives This Suffocating Thriller,2019-01-04,0,2019-01-03,,State Like Sleep
253,JEANNETTE CATSOULIS,"‘The Vanishing’ Review: To the Lighthouse, and Into Temptation",2019-01-04,0,2019-01-03,R,The Vanishing
254,JEANNETTE CATSOULIS,‘Rust Creek’ Review: A Woman Is Stranded in the Backwoods of Kentucky. What Could Go Wrong?,2019-01-04,0,2019-01-03,R,Rust Creek
255,BEN KENIGSBERG,‘Genesis 2.0’ Review: How to Clone a Mammoth,2019-01-02,0,2019-01-01,,Genesis 2.0
256,JASON ZINOMAN,"‘Stan & Ollie’ Review: Laurel and Hardy, a Double Act as Romance",,0,2018-12-27,PG,Stan & Ollie
257,JEANNETTE CATSOULIS,"‘The 20th Annual Animation Show of Shows’ Review: A Charming, Safe Collection",,0,2018-12-27,,The 20th Annual Animation Show of Shows
258,KAREN HAN,‘Struggle: The Life and Lost Art of Szukalski’ Review: A Sharp Look at a Tangled Legacy,2018-12-21,0,2018-12-26,,Struggle: The Life and Lost Art of Szukalski
259,BEN KENIGSBERG,"‘Holmes & Watson’ Review: Will Ferrell, John C. Reilly and the Dull Routine of Bromance",2018-12-25,0,2018-12-25,PG-13,Holmes & Watson
260,MANOHLA DARGIS,‘Destroyer’ Review: A Very Good Nicole Kidman Plays a Very Bad Woman,2018-12-25,1,2018-12-24,R,Destroyer
261,SCOTT TOBIAS,‘Bad Seeds’ Review: A Scam Artist Teaches From the School of Life,,0,2018-12-24,,Bad Seeds
262,A.O. SCOTT,‘On the Basis of Sex’ Review: How Ruth Bader Ginsburg Became ‘Notorious’,2018-12-25,0,2018-12-24,PG-13,On the Basis of Sex
263,MANOHLA DARGIS,‘Cold War’ Review: Love Without Borders,2018-12-21,1,2018-12-20,R,Cold War
264,A.O. SCOTT,‘Welcome to Marwen’ Review: Playing With Toys and Putting Away Childish Things,2018-12-21,0,2018-12-20,PG-13,Welcome to Marwen
265,BEN KENIGSBERG,"‘Avicii: True Stories’ Review: The Arc of Fame, Cut Short",2018-12-14,0,2018-12-20,Not Rated,Avicii: True Stories
266,BEN KENIGSBERG,‘American Renegades’ Review: Navy SEALs Plan a Caper,,0,2018-12-20,PG-13,American Renegades
267,JEANNETTE CATSOULIS,‘Between Worlds’ Review: Supernatural Sex? Nicolas Cage Is Game.,,0,2018-12-20,R,Between Worlds
268,GLENN KENNY,‘The Last Resort’ Review: A Photographer’s Paradise Lost,,0,2018-12-20,,The Last Resort
269,WESLEY MORRIS,‘Second Act’ Review: Jennifer Lopez Deserves Better,2018-12-21,0,2018-12-19,PG-13,Second Act
270,WESLEY MORRIS,‘Aquaman’ Review: Our Hero Swims. His Movie Sinks.,2018-12-21,0,2018-12-19,PG-13,Aquaman
271,GLENN KENNY,"‘Bumblebee’ Review: Finally, a ‘Transformers’ Movie That’s Actually Good",2018-12-21,1,2018-12-18,PG-13,Bumblebee
272,MANOHLA DARGIS,‘Mary Poppins Returns’ Review: A Truck Full of Sugar Can’t Make This Uplift Go Down,2018-12-19,0,2018-12-18,PG,Mary Poppins Returns
273,KYLE TURNER,"‘The American Meme’ Review: For Influencers, Social Media Is Only Skin Deep",,0,2018-12-18,,The American Meme
274,A.O. SCOTT,‘Vice’ Review: Dick Cheney and the Negative Great Man Theory of History,2018-12-25,0,2018-12-17,R,Vice
275,A.O. SCOTT,‘Capernaum’ Review: A Heartbreaking and Defiant Look at a Boy’s Life in Beirut,2018-12-14,1,2018-12-13,R,Capernaum
276,GLENN KENNY,‘Ghostbox Cowboy’ Review: An Absurd Entrepreneur Is Lost in Asia,2018-12-14,1,2018-12-13,,Ghostbox Cowboy
277,GLENN KENNY,"‘Lots of Kids, a Monkey and a Castle’ Review: She Wanted Three Things in Life",2018-12-14,1,2018-12-13,,"Lots of Kids, a Monkey and a Castle"
278,BILGE EBIRI,‘Dead Souls’ Review: Forgotten Victims of Mao’s Camps Speak,2018-12-14,1,2018-12-13,,Dead Souls
279,WESLEY MORRIS,"‘The House That Jack Built’ Review: Sick, Violent and a Total Bore",2018-12-14,0,2018-12-13,R,The House That Jack Built
280,MANOHLA DARGIS,‘The Mule’ Review: Clint Eastwood’s Very Strange Drug Trip,2018-12-14,0,2018-12-13,R,The Mule
281,WESLEY MORRIS,‘Martyr’ Review: Tight Bonds and Isolation in Beirut,,0,2018-12-13,,Martyr
282,BEN KENIGSBERG,‘Mortal Engines’ Review: London Becomes a Death Star on Wheels,2018-12-14,0,2018-12-13,PG-13,Mortal Engines
283,GLENN KENNY,"‘Never-Ending Man: Hayao Miyazaki’ Review: Animation Giant, Retired and Restless",2018-12-14,0,2018-12-13,,Never-Ending Man: Hayao Miyazaki
284,GLENN KENNY,"‘That Way Madness Lies …’ Review: A Terrifying True Story, Ordinarily Told",2018-12-14,0,2018-12-13,,That Way Madness Lies...
285,AISHA HARRIS,‘Bird Box’ Review: The End of the World Is Riveting. Sometimes.,2018-12-21,0,2018-12-13,R,Bird Box
286,MANOHLA DARGIS,‘If Beale Street Could Talk’ Review: Trusting Love in a World Ruled by Hate,2018-12-25,1,2018-12-12,R,If Beale Street Could Talk
287,A.O. SCOTT,‘Spider-Man: Into the Spider-Verse’ Review: A Fresh Take on a Venerable Hero,2018-12-14,1,2018-12-12,PG,Spider-Man: Into the Spider-Verse
288,ELISABETH VINCENTELLI,‘The World Is Yours’ Review: Isabelle Adjani Revitalizes the Comic Caper,,0,2018-12-11,,The World Is Yours
289,MANOHLA DARGIS,‘Vox Lux’ Review: An Apocalyptic Star Is Born,2018-12-07,1,2018-12-06,R,Vox Lux
290,GLENN KENNY,‘The Party’s Just Beginning’ Review: Loss and Love in Inverness,2018-12-07,1,2018-12-06,,The Party's Just Beginning
291,BEN KENIGSBERG,‘Divide and Conquer: The Story of Roger Ailes’ Review: Portrait of a News Exec,2018-12-07,1,2018-12-06,,Divide and Conquer: The Story of Roger Ailes
292,A.O. SCOTT,"‘Mary Queen of Scots’ Review: Sexy, Spirited and Almost Convincing",2018-12-07,0,2018-12-06,R,Mary Queen of Scots
293,GLENN KENNY,‘Asher’ Review: An Aging Hit Man Finds Love,2018-12-07,0,2018-12-06,R,Asher
294,BEN KENIGSBERG,‘Bitter Melon’ Review: Filipino-American Brothers Go Home for the Holidays,2018-12-07,0,2018-12-06,,Bitter Melon
295,TEO BUGBEE,‘Swimming With Men’ Review: An Amiable Look at Aging Bodies,2018-12-07,0,2018-12-06,,Swimming with Men
296,GLENN KENNY,‘The Great Pretender’ Review: Tedious Love Affairs in Artsy Brooklyn,2018-12-06,0,2018-12-06,,The Great Pretender
297,WESLEY MORRIS,‘Amazing Grace’ Review: Aretha Franklin Is Glorious in a Rousing Concert Film,,1,2018-12-05,,Amazing Grace
298,A.O. SCOTT,‘Ben Is Back’ Review: A Mother and Son Face the Horrors of Addiction,2018-12-07,1,2018-12-05,R,Ben Is Back
299,MANOHLA DARGIS,Review: ‘Dumplin’’ Shares an Ordinary Girl’s Truth,2018-12-07,0,2018-12-05,PG-13,Dumplin'
300,BILGE EBIRI,‘Tyrel’ Review: Drowning in a Whirlpool of Drunken Dudes,2018-12-05,1,2018-12-04,,Tyrel
301,WESLEY MORRIS,‘The Charmer’ Review: Desperate Man Seeks Willing Lover. Watch Out.,2018-12-05,1,2018-12-04,,The Charmer
302,BILGE EBIRI,‘Head Full of Honey’ Review: Alzheimer’s Gets the Wacky Grandpa Treatment,,0,2018-11-30,PG-13,Head Full of Honey
303,A.O. SCOTT,‘Happy as Lazzaro’ Review: This Modern Fairy Tale Is an Instant Classic,2018-11-30,1,2018-11-29,PG-13,Happy as Lazzaro
304,TEO BUGBEE,‘United Skates’ Review: A Rallying Cry for Black Roller Skating Culture,2018-11-30,1,2018-11-29,,United Skates
305,BILGE EBIRI,‘Mirai’ Review: A Charming Animated Trip Into a Family’s Past,,1,2018-11-29,PG,Mirai
306,JEANNETTE CATSOULIS,‘Sicilian Ghost Story’ Review: Fairy-Tale Love Meets Real-Life Crime,2018-11-30,1,2018-11-29,,Sicilian Ghost Story
307,GLENN KENNY,‘Electro-Pythagorus’ Review: An Experimental Look at an Innovator,2018-11-30,1,2018-11-29,,Electro-Pythagorus: A Portrait of Martin Bartlett
308,TEO BUGBEE,‘The Possession of Hannah Grace’ Review: A Demon Makes for a Noisy Corpse,2018-11-30,0,2018-11-29,R,The Possession of Hannah Grace
309,MANOHLA DARGIS,"‘Anna and the Apocalypse’ Review: They Sing, Dance and Get Eaten",,0,2018-11-29,R,Anna and the Apocalypse
310,BEN KENIGSBERG,‘DriverX’ Review: Behind the Wheel and Ready for Anything,2018-11-30,0,2018-11-29,,DriverX
311,KEN JAWOROWSKI,‘People’s Republic of Desire’ Review: A Virtual Craze Makes Actual Cash,2018-11-30,0,2018-11-29,,People's Republic of Desire
312,JEANNETTE CATSOULIS,"‘The Mercy’ Review: Sailing Around the World, or Maybe Not",2018-11-30,0,2018-11-29,,The Mercy
313,BEN KENIGSBERG,‘Song of Back and Neck’ Review: A Painful Comedy About Pain,,0,2018-11-29,,Song of Back and Neck
314,BEN KENIGSBERG,‘Elliot: The Littlest Reindeer’ Review: A Miniature Horse Hoofs His Way to the Top,2018-11-30,0,2018-11-29,PG,Elliot the Littlest Reindeer
315,GLENN KENNY,‘Mowgli: Legend of the Jungle’ Review: A Boy and His Digitized Wolves,2018-12-07,0,2018-11-28,PG-13,Mowgli: Legend of the Jungle
316,GLENN KENNY,‘Rams’ Review: The Man Who Made Our Machines Beautiful,2018-11-28,1,2018-11-27,,Rams
317,MANOHLA DARGIS,"‘Shoplifters’ Review: A Family That Steals Together, Stays Together",2018-11-23,1,2018-11-22,R,Shoplifters
318,JEANNETTE CATSOULIS,‘Becoming Astrid’ Review: A Children’s Author Finds Her Voice,,1,2018-11-22,,Becoming Astrid
319,GLENN KENNY,‘Inquiring Nuns’ Review: A Simple Question Yields Many Profound Answers,2018-11-23,1,2018-11-22,Not Rated,Inquiring Nuns
320,JEANNETTE CATSOULIS,‘Invisible Hands’ Review: The Children Fueling Global Capitalism,2018-11-23,1,2018-11-22,,Invisible Hands
321,KEN JAWOROWSKI,‘Family in Transition’ Review: A Parent Prepares for Change,2018-11-23,0,2018-11-22,,Family in Transition
322,JEANNETTE CATSOULIS,‘Write When You Get Work’ Review: Backstreet Boy Seeks Uptown Girl,2018-11-23,0,2018-11-22,,Write When You Get Work
323,A.O. SCOTT,‘The Favourite’ Review: Scheming for Power in a Kinky Palace Triangle,2018-11-23,1,2018-11-21,R,The Favourite
324,MANOHLA DARGIS,‘Roma’ Review: Alfonso Cuarón’s Masterpiece of Memory,2018-12-14,1,2018-11-20,R,Roma
325,A.O. SCOTT,‘Creed II’ Review: A Poignant Boxing Movie Blends Old and New,2018-11-21,1,2018-11-20,PG-13,Creed II
326,BEN KENIGSBERG,"‘The World Before Your Feet’ Review: Walk a Mile — or 8,000 — in Another Man’s Shoes",2018-11-21,1,2018-11-20,,The World Before Your Feet
327,GLENN KENNY,‘Robin Hood’ Review: A New Version Strains to Be Relevant,2018-11-21,0,2018-11-20,PG-13,Robin Hood
328,BEN KENIGSBERG,‘¡Las Sandinistas!’ Review: Women Remember Revolution in Nicaragua,2018-11-21,0,2018-11-20,,Las Sandinistas!
329,BILGE EBIRI,‘Ralph Breaks the Internet’ Review: Disney Gets Caught in the Web,2018-11-21,1,2018-11-19,PG,Ralph Breaks the Internet
330,MANOHLA DARGIS,‘At Eternity’s Gate’ Review: An Exquisite Portrayal of van Gogh at Work,2018-11-16,1,2018-11-15,PG-13,At Eternity's Gate
331,A.O. SCOTT,‘Green Book’ Review: A Road Trip Through a Land of Racial Clichés,2018-11-21,0,2018-11-15,PG-13,Green Book
332,BEN KENIGSBERG,‘Of Fathers and Sons’ Review: A Look at Terrorists in Training,2018-11-16,0,2018-11-15,,Of Fathers and Sons
333,GLENN KENNY,‘Miss Dalí’ Review: A Disorienting Biography of Surrealist’s Sister,2018-11-16,0,2018-11-15,,Miss Dalí
334,GLENN KENNY,"‘Instant Family’ Review: The Adoption Option, Hollywood Style",2018-11-16,0,2018-11-15,PG-13,Instant Family
335,GLENN KENNY,‘The Last Race’ Review: Long Island’s Fading Car Craze,2018-11-16,0,2018-11-15,,The Last Race
336,BILGE EBIRI,‘Mobile Homes’ Review: Imogen Poots Gives a Riveting Performance,2018-11-16,0,2018-11-15,,Mobile Homes
337,BEN KENIGSBERG,‘Jonathan’ Review: Ansel Elgort as Two Brothers Sharing One Body,2018-11-16,0,2018-11-15,,Jonathan
338,JEANNETTE CATSOULIS,‘Under the Wire’ Review: Portrait of a War Reporter,2018-11-16,0,2018-11-15,R,Under The Wire
339,JEANNETTE CATSOULIS,‘Cam’ Review: The Techno-Perils of Online Performance,2018-11-16,0,2018-11-15,,Cam
340,JEANNETTE CATSOULIS,‘The Clovehitch Killer’ Review: Unsolved Murders Haunt a Small Town,2018-11-16,0,2018-11-15,,The Clovehitch Killer
341,A.O. SCOTT,‘Widows’ Review: Viola Davis Commands the Screen in a Somber Heist Film,2018-11-16,0,2018-11-15,R,Widows
342,BILGE EBIRI,"‘The Wild Boys’ Review: Women as Boys, and Violence as Art",,0,2018-11-14,Not Rated,The Wild Boys
343,BEN KENIGSBERG,‘Shoah: Four Sisters’ Review: Harrowing Tales of Survival in the Holocaust,,1,2018-11-13,,Shoah: Four Sisters
344,GLENN KENNY,‘Infinite Football’ Review: Soccer and Other Existential Questions,2018-11-09,1,2018-11-08,,Infinite Football
345,JEANNETTE CATSOULIS,‘Number 37’ Review: A Grungy South African Thriller,2018-11-09,1,2018-11-08,,Number 37
346,KEN JAWOROWSKI,"‘Weightless’ Review: A Look at Tough, Working-Class Lives",2018-11-09,1,2018-11-08,R,Weightless
347,A.O. SCOTT,‘The Ballad of Buster Scruggs’ Review: A Grim Western From the Coen Brothers,2018-11-16,1,2018-11-08,R,The Ballad of Buster Scruggs
348,MANOHLA DARGIS,‘Fantastic Beasts: The Crimes of Grindelwald’ Review: Apocalypse Too Soon,2018-11-16,0,2018-11-08,PG-13,Fantastic Beasts: The Crimes of Grindelwald
